time,S1,S2,S3
1.0,9.184959353322702,0.14372576816180596,-0.1251941741439183
1.18,8.511697271624326,0.8219147383589449,-0.39348468424565464
1.3599999999999999,7.8529511273652,2.3449856855136058,0.8573492508231291
1.54,6.534436712541892,1.6995778349091815,0.18970780485827043
1.72,6.080339109798592,3.2181841419109203,1.3245771405756408
1.9,5.289773886038341,2.868847583739677,1.6800215759635773
2.08,3.6367224051643245,2.8414308836751685,2.897192312869599
2.26,3.3261958107162792,3.365089219601273,4.085364912094831
2.44,2.748726336191753,3.1981543037814917,4.165931863134667
2.62,1.977115701147218,2.7608735513737708,5.022580072920901
2.8,2.2592670211662242,2.508012021638585,5.326602825019751
2.98,1.4024862239770663,2.403859037186078,5.720583568291436
3.16,1.966271136282495,1.6615939492095513,6.282729662848214
3.34,1.254201864014076,1.4997573366619186,6.8482247637129445
3.52,1.2932908420876108,1.6593990401009444,7.6573451582019185
3.6999999999999997,1.3376721035179642,1.4525331806497062,7.120606862637567
3.88,0.8914613849525463,1.8679293775158918,7.667901791439371
4.0600000000000005,-0.18850931768642842,0.994087119593227,8.133145057149319
4.24,0.5518213032268533,0.976790473693554,8.205848174213159
4.42,0.44334904033951095,0.872097465986737,8.545258553082368
4.6,1.1222608306616604,1.085096919095189,9.064689695967758
4.779999999999999,-0.05751601219452529,0.2285289972443511,9.075408581989867
4.96,0.7732187668226183,0.6556434544805954,9.107317828328153
5.14,0.19507072845372475,0.3915170522974776,8.817168792353494
5.32,0.1786240711883537,0.3629014807790266,9.077603290883786
5.5,0.1615160692420069,0.7585484625840111,8.73848598966971
5.68,0.22324826543938872,0.6267134536162169,9.880019152432457
5.859999999999999,0.568936040699525,1.1899280643054568,9.138126580020057
6.04,0.7990763895498123,0.68909433911293,9.742915074969853
6.22,0.39684104991668123,0.43294642899192126,9.319814618846404
6.3999999999999995,-0.40588724787019803,0.12853911836297902,9.106647281643767
6.58,-0.04340941477881702,0.725971574814898,9.67358903298043
6.76,-0.24253014489791705,-0.22960948537338477,9.42796173769738
6.9399999999999995,0.19287304968729357,0.11478482511565767,9.865786678102907
7.12,0.2077084103749233,0.14668472581855782,9.82509935532347
7.3,0.1058557770634094,0.1389934759139194,10.290050172647291
7.4799999999999995,0.15773846170212716,-0.23717658110308287,10.147201661141697
7.66,0.330029278558418,0.30394570885538624,9.304118442123807
7.84,0.044523741350650056,-0.139404732324075,9.723406027799378
8.02,-0.06399534952746766,-0.02593068886924952,9.6654234653485
8.2,-0.19504345472229268,-0.1323553162641947,9.747337504453409
8.379999999999999,-0.08876397375103132,0.10820823613569559,10.082573592443339
8.559999999999999,-0.30646806050085273,0.4082243579198712,9.603940623136626
8.739999999999998,0.572185749566781,0.9456186078171277,9.78216772143509
8.92,-0.6366157337213851,-0.20886359058923204,9.778888747942485
9.1,0.2518888883529971,0.1073396543067056,9.81649122832785
9.28,0.32040370561069187,0.23529979296988962,10.3413821444467
9.459999999999999,-0.030019071477552395,-0.4747243672773976,10.472454176580971
9.64,0.20479544462734128,-0.07385109790143124,9.59936489570754
9.82,-0.33352977456880195,0.10684073685724316,9.227864086186383
10.0,0.5894316956576582,-0.24797971116685796,10.646425157483932
