time,Glucose,fructose_1_6_bisphosphate,glyceraldehyde_3_phosphate,glycerate_3_phosphate,pyruvate,Acetyladehyde,External_acetaldehyde,ATP,ADP,NAD,NADH
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.8577752855106007,0.9555850136766945,0.5223833300963859,0.4967829196450363
0.01002004008016032,0.43230143501710855,0.08815849941186986,0.003473787153023567,0.0008233113188066429,0.0002280106925193028,1.2942568194647267e-06,4.491580072166611e-07,2.1472206384663863,1.849014308966541,0.5159787164072442,0.5231807618634023
0.02004008016032064,0.27116427775353724,0.7075277708576719,0.0382756089466363,0.011874752813836481,0.010827441464133693,7.21593350748264e-05,3.314363854041752e-05,0.4358014976223254,3.5538402600028025,0.46107986528601536,0.5146725559081844
0.03006012024048096,0.48141787244394385,0.8895082106284867,0.08650020821673482,0.029712451928438605,0.0738364429386732,0.0005321971340418157,0.0003465714804812079,0.04390424118649197,3.9274613974203048,0.4221126930790702,0.541630778649083
0.04008016032064128,0.8887947613285324,0.8808013995338394,0.09937843940647866,0.034671594296523056,0.17742253490308765,0.0012354767769824284,0.0008340558544002641,0.023322834345428225,4.093991195604475,0.39507040891049316,0.6415359978004526
0.0501002004008016,1.2305845085318106,0.9313299957510359,0.11517580662177039,0.03387639009517621,0.2534325382986264,0.001810383230458687,0.0013977518858593462,0.016495253041956547,3.817687561862512,0.3353236183824476,0.6580093049072925
0.06012024048096192,1.5974349367244323,0.9258531627260308,0.12016597783362355,0.0357454575138447,0.33711423284398273,0.0023155326405251203,0.0017145067710566426,0.01228194471262971,3.8452447315572864,0.31131109415943226,0.6413311701236806
0.07014028056112225,2.00007805004809,0.9671255679777437,0.12463893624771998,0.03527832024347999,0.4302876980644665,0.002877959019297978,0.00225966605045647,0.010180719788616937,4.068088666692856,0.3352710784859187,0.6916928985856584
0.08016032064128256,2.55011730291772,0.9917209597307821,0.1261555191096903,0.034406741661803936,0.46459518323014737,0.003235915067646564,0.0026277553759498787,0.008865481754545141,4.0862875923470945,0.31637387135440687,0.7131335943469321
0.09018036072144288,2.7216278497854107,1.040751496041062,0.13091766516203662,0.03897908231616924,0.547616093613636,0.0038612972456946145,0.003056769361708117,0.007294995964455099,3.8198860885717862,0.3262687343436809,0.6865182276267904
0.1002004008016032,3.0793189661921128,0.9920948695714181,0.13326521558350948,0.038249991660626384,0.6056639086872012,0.004349987617766782,0.0033611644989538134,0.007185330067622988,4.126908069207959,0.3165405256263436,0.6733078239434133
0.11022044088176353,3.664885103208821,1.025843186656648,0.13820563380695183,0.04007736833408521,0.6719560806880566,0.004508021910951711,0.003605985843393291,0.006540995414587381,4.066550489601856,0.3480537639268051,0.6907628447240391
0.12024048096192384,4.138242828089149,1.0813701940103682,0.13183762173224384,0.04245447714407736,0.761957829753366,0.005220037417687518,0.0040831454961274966,0.005813314200069438,4.158389526369346,0.34441793950270355,0.6785113191229537
0.13026052104208416,4.115372421580963,1.1295746803992046,0.1363411668893268,0.04456039944423419,0.7768643148206384,0.005860826216970869,0.004437332721716481,0.006053550911677688,4.1522019169163915,0.365259252968374,0.6405561085486325
0.1402805611222445,4.456372179057017,1.0870314028844454,0.13328491298023407,0.04459448407339189,0.8931429029498539,0.005910342174360903,0.0050705817716248805,0.005623740981408085,4.02528033571287,0.36859774085716923,0.6597019013859486
0.1503006012024048,4.809848908556877,1.1935544857929492,0.14472287677814383,0.04470389625705821,0.9338454148669955,0.0064606125436600294,0.005549852077400553,0.005410643386895103,4.0970835919243545,0.3587809268399529,0.6030213227720851
0.16032064128256512,5.391363669524821,1.1554403595586278,0.1497947910868555,0.048783524751885014,0.9366937190603962,0.007574779143598037,0.0056457601707989415,0.005493888114781778,3.9788127675907545,0.36182169485043264,0.5987512769048252
0.17034068136272545,5.539759165114281,1.2864550891762212,0.13871666166228372,0.053214603026463116,1.0937105608746962,0.00773374915510971,0.006613718548315443,0.005334035334379257,4.069338932150757,0.3927358844859235,0.593674537444114
0.18036072144288576,5.763252968752107,1.2903488374769307,0.1547036054190066,0.05106482065902931,1.0865396545774026,0.008611766682346431,0.006689207320393046,0.0052547376291034835,4.020992261344631,0.38410996900748284,0.6017990554907632
0.1903807615230461,6.38698981360406,1.280570183219276,0.15532970833227397,0.0555649302330433,1.2102933726959773,0.008849053540687974,0.007371832419221647,0.004802754605237274,4.158140933045971,0.402368823242169,0.5919239781310329
0.2004008016032064,6.60706426457958,1.405229838015005,0.15567067739056453,0.05704946204938383,1.2098840483010451,0.0096088260585053,0.007632418381430649,0.005063806894058033,3.9324206672299757,0.4195605840317885,0.6046502061949115
0.21042084168336672,7.080890275468762,1.4833521288945335,0.1617632423546816,0.058077248637084536,1.3071019548997225,0.010462862196238437,0.008309502325823226,0.004762650114973682,3.885276486938977,0.4111081032706151,0.6098557834405043
0.22044088176352705,7.016437540735643,1.538093839385597,0.16484437703650984,0.061212822603698,1.4008468211728176,0.010742907219751208,0.008322888103038814,0.004738598126006846,3.9985687926648588,0.40849648508763686,0.5574565636425273
0.23046092184368736,7.2539192278111715,1.4834641662102235,0.17424829383016913,0.06696399488983205,1.4198804721238079,0.011656634414538925,0.009464251675556236,0.004858866236607504,3.8791364192355755,0.43015866412091,0.5911044610229442
0.24048096192384769,8.265792955446887,1.6814704076194937,0.18493851855828428,0.06614541082881073,1.4578834433490633,0.011415552054211955,0.009924613838644361,0.004890374595774513,3.8715052610795313,0.4382345449725389,0.5474020268751697
0.250501002004008,8.013149274987738,1.665916948301481,0.17953341237445175,0.07316033507022282,1.635712916011328,0.012947562232707746,0.00998534538441019,0.005251579066323433,3.9280401868340267,0.41196493101075243,0.5598408361676259
0.2605210420841683,8.294139854937276,1.7973065255478606,0.1989052868828564,0.07168872195171189,1.6527477468653216,0.01288779068415961,0.010536547194728827,0.004913275875599107,3.87567749546137,0.4304595177724893,0.5543722985697093
0.27054108216432865,8.993190673096477,1.8105364718976493,0.19082343437022403,0.07630250913949262,1.697484505864457,0.01351110501737403,0.011012992496767631,0.00513934513962662,3.9488670055695043,0.44504370294494744,0.5725461261790352
0.280561122244489,9.330952063540106,1.924100409874539,0.19792540744042392,0.07894920057249258,1.7787597619429658,0.014051371542598815,0.01205354591352364,0.0053590875024280135,3.8448567154312387,0.44027298559962874,0.5429307434608219
0.2905811623246493,8.822818259216234,1.8562733457580154,0.2044611235162315,0.08752616330846608,1.817373369432185,0.015553598847242642,0.012985280442953192,0.005580959270675198,4.157144591737854,0.45376910802706805,0.5542257751242055
0.3006012024048096,9.867624424502562,1.9958735745943932,0.21363476156263514,0.08373129689619799,2.0134103774694614,0.01611674314327665,0.01296985844174601,0.005424150293836751,3.8737081823762556,0.44109414777995776,0.584304852395912
0.3106212424849699,9.980238797918213,2.218061857092609,0.22734691253960332,0.08945180596351492,1.9923081047521616,0.01723604494717716,0.013657685937151491,0.005561582191324925,4.1554416388456925,0.42826863206283683,0.5482374956864938
0.32064128256513025,9.940896600679038,2.1121085271130706,0.23200266277846626,0.0978476927007576,2.1612020704525,0.018441926846535398,0.01436803009905394,0.005542212085461678,3.8022205000348475,0.4325103669049835,0.5419226109792474
0.3306613226452906,9.833036989946377,2.2044226047293423,0.24059843621222232,0.09832704898075649,2.1929539144787444,0.01790675514520151,0.015602034786071941,0.005961862840162504,3.8782709554647545,0.45288747371521687,0.5497008109859229
