time,S1,S2,S3,S4,S5
1.0,11.665310491647766,0.0,0.0,0.0,0.0
1.0909090909090908,10.071576136315926,0.6385834065716767,0.0772415285024466,0.005706143509034219,0.0006440424495229956
1.1818181818181819,8.225030887683852,1.2516128044106074,0.25972334067609637,0.03183932976758578,0.008889508134111261
1.2727272727272727,7.415281404619401,1.9043945257162904,0.4660930255817381,0.09217991852344341,0.030730851820647144
1.3636363636363638,5.900777326949607,2.2524165844039103,0.6897790856276754,0.2064186755965281,0.08770052863696756
1.4545454545454546,6.397681372804489,2.609644464836814,0.9327357751227414,0.2564918966068547,0.1978575972527544
1.5454545454545454,5.000850290080301,2.097890234380729,0.9174475454918786,0.3626613858814536,0.3010496279250749
1.6363636363636362,5.33267756379555,2.4143772809992488,1.007160577014937,0.535566363785249,0.5808959794114221
1.7272727272727273,5.232649798985903,2.1800017888200807,1.0490164819516818,0.5630753552766324,0.7409833662008125
1.8181818181818183,5.287773691638741,2.4473205587124225,1.60348101770619,0.6530580063982375,0.9768592936955758
1.9090909090909092,3.5058101285093586,2.8384778400199275,1.3111964853153704,0.8502909137464679,1.2968145584959756
2.0,3.639329702947288,2.100553228286329,1.7164779961884493,1.0875328019589137,1.52943982385839
2.090909090909091,2.911789914288525,1.8440997866015287,1.5121030419357167,1.0387013840646468,2.102394141957288
2.1818181818181817,3.3196752606397886,2.5410254554938474,1.308094255860457,1.2080889677688276,2.09579117181627
2.2727272727272725,3.1725813131901326,1.6343155396676186,1.5618689824818106,0.8597933333429807,2.622465617297196
2.3636363636363638,2.1869648056545277,1.9080012393112649,1.6284898726091683,0.9274780627494774,3.4483844387590783
2.4545454545454546,2.7847605370652433,1.5939982982628011,1.1976683823807404,1.1688798559140745,3.563692300936476
2.5454545454545454,2.1841409726985015,1.5273915121771267,1.3821430646531088,0.9443414996550997,3.7658283082359194
2.6363636363636367,1.9956048383634204,1.6777939246005495,1.2878917935866563,0.9327742724881725,4.900477305790691
2.7272727272727275,1.752400145729032,1.204017340795269,0.9941770542833567,0.9075946216074668,3.897721264708126
2.8181818181818183,1.4185487187420962,1.2723258620363234,1.3363870556661448,0.9059073227745815,4.879715526736629
2.909090909090909,1.2145414652658981,1.4286235420681033,0.899741781877526,0.8853238266445597,4.715752011904252
3.0,1.524431856665314,0.9813927555072726,1.1845517087616522,0.7198233849888683,5.002117869655654
